Claim_Number,Policy_Number,Customer_ID,Vehicle_Age,IDV,Claim_Amount,Loss_Date,Intimation_Date,Claim_Cause,Garage_ID,Location
CLM0376,POL131,CUST752,10,325548.0,320704.2794534702,2024-03-15 03:00:09,2024-03-16 03:00:09,Minor Accident,GAR033,Bangalore
CLM0377,POL167,CUST648,7,579882.5499999999,527040.6560106829,2023-08-29 00:13:50,2023-08-30 00:13:50,Minor Accident,GAR010,Coimbatore
CLM0378,POL267,CUST091,13,264670.7,124059.85091578076,2024-10-16 05:56:00,2024-10-20 05:56:00,Minor Accident,GAR013,Chennai
CLM0379,POL157,CUST041,5,469928.25,379095.65037087235,2024-04-11 23:16:39,2024-04-11 23:16:39,Minor Accident,GAR017,Coimbatore
CLM0380,POL155,CUST047,13,175143.5,121662.34131296587,2024-01-06 18:18:10,2024-01-12 18:18:10,Flood Damage,GAR002,Madurai
CLM0381,POL187,CUST649,6,486589.6,289908.1718326013,2024-05-26 16:56:23,2024-05-31 16:56:23,Major Accident,GAR015,Chennai
CLM0382,POL229,CUST078,14,131817.59999999998,128994.4551937594,2023-04-12 05:19:44,2023-04-17 05:19:44,Minor Accident,GAR041,Madurai
CLM0383,POL130,CUST523,7,254018.69999999995,145641.2400015121,2024-06-05 14:26:33,2024-06-13 14:26:33,Minor Accident,GAR040,Coimbatore
CLM0384,POL103,CUST234,11,434700.89999999997,350509.3796212725,2024-09-11 16:08:59,2024-09-17 16:08:59,Major Accident,GAR036,Bangalore
CLM0385,POL294,CUST557,1,795297.25,255253.2371144722,2023-01-28 14:27:07,2023-01-28 14:27:07,Major Accident,GAR040,Coimbatore
CLM0386,POL144,CUST006,12,355914.3999999999,317090.6715129722,2024-03-16 17:00:31,2024-03-19 17:00:31,Major Accident,GAR040,Coimbatore
CLM0387,POL032,CUST250,10,352325.0,182581.4359677165,2023-10-08 11:06:09,2023-10-17 11:06:09,Minor Accident,GAR048,Coimbatore
CLM0388,POL348,CUST494,12,125829.19999999997,46919.72140523949,2023-01-08 09:07:53,2023-01-16 09:07:53,Minor Accident,GAR022,Chennai
CLM0389,POL019,CUST423,5,645000.0,307091.10535860644,2023-09-20 23:32:02,2023-09-27 23:32:02,Flood Damage,GAR011,Bangalore
CLM0390,POL226,CUST644,3,771669.1,737602.5296192367,2024-07-28 10:13:23,2024-07-30 10:13:23,Major Accident,GAR034,Chennai
CLM0391,POL352,CUST056,14,233092.79999999996,93257.86767971904,2023-01-03 22:21:20,2023-01-06 22:21:20,Minor Accident,GAR035,Coimbatore
CLM0392,POL009,CUST627,6,507714.19999999995,157734.04413741152,2024-04-14 13:21:42,2024-04-16 13:21:42,Theft,GAR037,Bangalore
CLM0393,POL275,CUST733,12,289617.5999999999,98822.09587400939,2023-01-28 16:44:27,2023-02-06 16:44:27,Minor Accident,GAR014,Bangalore
CLM0394,POL248,CUST358,13,160149.5,89556.57634657675,2023-01-21 14:58:11,2023-01-26 14:58:11,Major Accident,GAR002,Madurai
CLM0395,POL280,CUST229,6,280091.69999999995,215586.3865164757,2023-02-06 17:29:59,2023-02-09 17:29:59,Major Accident,GAR037,Bangalore
CLM0396,POL237,CUST037,0,491790.0,342193.02739838924,2023-07-27 01:51:02,2023-08-05 01:51:02,Minor Accident,GAR015,Chennai
CLM0397,POL308,CUST267,13,281033.89999999997,180830.9150390988,2024-10-20 07:23:46,2024-10-22 07:23:46,Major Accident,GAR017,Coimbatore
CLM0398,POL323,CUST241,5,423219.75,258691.1730819077,2024-07-13 21:55:22,2024-07-20 21:55:22,Major Accident,GAR024,Bangalore
CLM0399,POL195,CUST226,10,220172.5,214937.0558084555,2023-03-17 05:12:27,2023-03-18 05:12:27,Minor Accident,GAR039,Coimbatore
CLM0400,POL204,CUST771,3,738038.85,233561.95695800273,2024-10-31 15:52:28,2024-11-01 15:52:28,Major Accident,GAR027,Coimbatore
CLM0401,POL144,CUST268,0,375687.0,341412.72186461167,2023-07-16 18:20:36,2023-07-18 18:20:36,Minor Accident,GAR016,Bangalore
CLM0402,POL315,CUST539,14,135816.29999999996,110160.68900275826,2024-09-10 19:15:19,2024-09-13 19:15:19,Minor Accident,GAR046,Madurai
CLM0403,POL295,CUST389,14,123255.29999999997,61720.99816359594,2023-04-16 20:48:59,2023-04-20 20:48:59,Theft,GAR046,Madurai
CLM0404,POL345,CUST227,13,254969.4,244193.1187592138,2023-10-01 15:55:41,2023-10-09 15:55:41,Minor Accident,GAR027,Coimbatore
CLM0405,POL095,CUST175,4,448401.60000000003,226230.30116522452,2024-01-22 11:26:33,2024-01-24 11:26:33,Fire,GAR022,Chennai
CLM0406,POL063,CUST468,12,159995.19999999995,73213.55320964452,2023-07-03 18:45:32,2023-07-11 18:45:32,Minor Accident,GAR038,Madurai
CLM0407,POL165,CUST692,10,209483.0,130165.18309417968,2024-07-30 09:28:27,2024-08-03 09:28:27,Minor Accident,GAR023,Bangalore
CLM0408,POL149,CUST456,9,216639.50000000003,196192.64553503663,2024-01-02 16:53:51,2024-01-07 16:53:51,Major Accident,GAR030,Madurai
CLM0409,POL086,CUST296,5,458193.75,304227.4017930293,2023-10-10 01:33:17,2023-10-18 01:33:17,Minor Accident,GAR007,Chennai
CLM0410,POL345,CUST567,4,681270.4,458339.6586937588,2024-07-30 20:32:19,2024-08-05 20:32:19,Flood Damage,GAR019,Madurai
CLM0411,POL273,CUST244,5,714640.5,651772.4562290185,2024-10-19 11:31:25,2024-10-23 11:31:25,Major Accident,GAR006,Bangalore
CLM0412,POL199,CUST141,0,608639.0,187250.9749309769,2024-06-20 12:57:11,2024-06-28 12:57:11,Major Accident,GAR002,Madurai
CLM0413,POL060,CUST199,0,875652.0,744950.7131024795,2024-03-29 15:44:07,2024-04-02 15:44:07,Minor Accident,GAR013,Chennai
CLM0414,POL310,CUST764,7,280358.64999999997,143657.60188936733,2023-10-05 02:29:06,2023-10-09 02:29:06,Theft,GAR024,Bangalore
CLM0415,POL303,CUST127,3,287966.39999999997,169878.8976909902,2024-05-31 03:04:26,2024-06-06 03:04:26,Fire,GAR032,Bangalore
CLM0416,POL175,CUST384,4,492400.0,442558.29749055026,2023-11-02 20:10:03,2023-11-11 20:10:03,Minor Accident,GAR004,Madurai
CLM0417,POL331,CUST281,8,230553.6,137295.19564075637,2024-03-16 13:11:30,2024-03-16 13:11:30,Flood Damage,GAR024,Bangalore
CLM0418,POL208,CUST798,3,647247.7999999999,638035.6327640472,2024-11-11 08:13:27,2024-11-20 08:13:27,Flood Damage,GAR016,Bangalore
CLM0419,POL249,CUST574,9,190100.35,109730.33707044397,2024-05-31 10:29:03,2024-06-08 10:29:03,Minor Accident,GAR011,Bangalore
CLM0420,POL195,CUST162,0,330197.0,236427.23863953326,2024-11-18 14:19:59,2024-11-27 14:19:59,Self Accident,GAR030,Madurai
CLM0421,POL254,CUST284,2,489973.5,475481.8128221992,2024-02-03 17:04:41,2024-02-10 17:04:41,Major Accident,GAR040,Coimbatore
CLM0422,POL396,CUST595,4,709484.8,638611.7173610552,2024-06-20 06:56:59,2024-06-22 06:56:59,Theft,GAR016,Bangalore
CLM0423,POL279,CUST678,12,280163.19999999995,272508.73643115885,2024-09-19 23:23:12,2024-09-20 23:23:12,Minor Accident,GAR019,Madurai
CLM0424,POL390,CUST693,5,684856.5,234580.24080330055,2024-05-04 06:30:15,2024-05-07 06:30:15,Minor Accident,GAR025,Bangalore
CLM0425,POL095,CUST150,1,389065.85,153231.82234333083,2024-08-21 22:00:39,2024-08-30 22:00:39,Minor Accident,GAR045,Madurai
CLM0426,POL175,CUST212,1,627237.5,347321.8292858156,2024-10-10 07:16:14,2024-10-14 07:16:14,Major Accident,GAR033,Bangalore
CLM0427,POL286,CUST143,13,190502.55,183776.91236540486,2024-10-24 19:00:03,2024-10-25 19:00:03,Major Accident,GAR012,Madurai
CLM0428,POL306,CUST610,4,354780.0,340763.08552725415,2023-07-16 17:25:48,2023-07-17 17:25:48,Theft,GAR031,Coimbatore
CLM0429,POL193,CUST078,12,173705.59999999995,83394.03627454018,2023-05-02 09:54:19,2023-05-09 09:54:19,Minor Accident,GAR039,Coimbatore
CLM0430,POL327,CUST768,5,468352.5,337940.7877598538,2023-10-03 08:07:36,2023-10-11 08:07:36,Major Accident,GAR008,Bangalore
CLM0431,POL200,CUST159,7,354045.24999999994,206353.84927786468,2023-11-21 06:49:18,2023-11-30 06:49:18,Major Accident,GAR036,Bangalore
CLM0432,POL230,CUST651,10,270968.5,211168.10537350192,2024-12-30 03:00:58,2025-01-04 03:00:58,Minor Accident,GAR045,Madurai
CLM0433,POL300,CUST500,3,815191.65,700239.1284073015,2023-03-05 21:07:53,2023-03-13 21:07:53,Fire,GAR018,Chennai
CLM0434,POL168,CUST177,6,590974.2999999999,574242.6630865299,2023-05-24 03:59:43,2023-05-31 03:59:43,Minor Accident,GAR031,Coimbatore
CLM0435,POL383,CUST141,7,561267.85,397913.2342692494,2023-03-14 02:04:15,2023-03-22 02:04:15,Flood Damage,GAR023,Bangalore
CLM0436,POL077,CUST597,7,501140.24999999994,438914.803244079,2023-08-11 15:38:00,2023-08-12 15:38:00,Theft,GAR030,Madurai
CLM0437,POL380,CUST689,10,248585.0,223602.1915431519,2023-02-24 09:49:01,2023-03-05 09:49:01,Flood Damage,GAR033,Bangalore
CLM0438,POL143,CUST035,12,252261.59999999995,166755.52631975902,2023-05-04 13:22:28,2023-05-04 13:22:28,Major Accident,GAR032,Bangalore
CLM0439,POL350,CUST456,12,164469.99999999997,57925.09246659398,2024-03-11 17:12:55,2024-03-14 17:12:55,Flood Damage,GAR018,Chennai
CLM0440,POL373,CUST294,5,527991.75,233471.8740813293,2024-11-01 23:47:31,2024-11-07 23:47:31,Flood Damage,GAR011,Bangalore
CLM0441,POL043,CUST658,14,261758.69999999995,174113.30329304934,2024-01-24 18:08:23,2024-01-31 18:08:23,Flood Damage,GAR027,Coimbatore
CLM0442,POL272,CUST222,12,307085.99999999994,289723.8049439295,2023-01-13 07:42:23,2023-01-16 07:42:23,Flood Damage,GAR038,Madurai
CLM0443,POL174,CUST502,2,339918.3,302070.11476699205,2024-08-21 06:44:27,2024-08-30 06:44:27,Fire,GAR042,Bangalore
CLM0444,POL169,CUST400,9,434360.85000000003,320898.9809463937,2024-06-09 14:20:11,2024-06-10 14:20:11,Theft,GAR037,Bangalore
CLM0445,POL199,CUST626,2,650706.3,563615.2388236962,2024-12-26 05:52:23,2025-01-01 05:52:23,Major Accident,GAR003,Chennai
CLM0446,POL172,CUST711,6,601954.5,575295.5216919788,2024-10-07 19:29:59,2024-10-09 19:29:59,Theft,GAR039,Coimbatore
CLM0447,POL037,CUST666,14,154266.89999999997,132581.70514441674,2024-06-22 00:11:28,2024-06-24 00:11:28,Minor Accident,GAR023,Bangalore
CLM0448,POL193,CUST629,0,546432.0,381647.6681509799,2024-07-29 00:13:02,2024-08-01 00:13:02,Major Accident,GAR016,Bangalore
CLM0449,POL353,CUST777,0,742529.0,489912.73708095227,2024-02-18 06:25:38,2024-02-24 06:25:38,Flood Damage,GAR008,Bangalore
CLM0450,POL121,CUST384,8,435025.8,382851.7131158399,2024-12-16 14:31:36,2024-12-22 14:31:36,Minor Accident,GAR025,Bangalore
CLM0451,POL204,CUST714,9,196153.1,161239.98062702053,2024-07-05 03:36:31,2024-07-06 03:36:31,Theft,GAR028,Chennai
CLM0452,POL140,CUST066,4,646104.0,618976.9984561006,2023-04-19 15:28:06,2023-04-22 15:28:06,Fire,GAR013,Chennai
CLM0453,POL254,CUST686,10,188419.0,109271.56609766372,2024-09-23 06:59:18,2024-09-24 06:59:18,Major Accident,GAR021,Chennai
CLM0454,POL376,CUST496,6,221202.09999999998,116241.33533322741,2024-05-01 11:58:49,2024-05-06 11:58:49,Minor Accident,GAR046,Madurai
CLM0455,POL340,CUST404,8,217380.6,121237.9146190443,2023-08-12 17:54:12,2023-08-20 17:54:12,Major Accident,GAR044,Chennai
CLM0456,POL355,CUST002,8,280584.0,180913.4461311707,2024-06-11 16:18:03,2024-06-11 16:18:03,Major Accident,GAR036,Bangalore
CLM0457,POL198,CUST386,9,185913.2,125648.56537627029,2024-10-03 09:35:00,2024-10-06 09:35:00,Fire,GAR041,Madurai
CLM0458,POL130,CUST098,14,282025.19999999995,154776.50969310457,2023-08-12 06:58:08,2023-08-15 06:58:08,Minor Accident,GAR037,Bangalore
CLM0459,POL150,CUST446,6,364967.39999999997,206525.131862615,2024-05-07 07:09:25,2024-05-07 07:09:25,Theft,GAR008,Bangalore
CLM0460,POL041,CUST658,4,342868.80000000005,202868.20429660997,2023-05-09 11:52:05,2023-05-12 11:52:05,Flood Damage,GAR016,Bangalore
CLM0461,POL347,CUST380,4,534399.2000000001,493245.3493351134,2023-01-23 06:57:51,2023-01-24 06:57:51,Minor Accident,GAR018,Chennai
CLM0462,POL179,CUST135,8,303845.39999999997,302793.75659324415,2024-05-20 17:18:47,2024-05-27 17:18:47,Theft,GAR021,Chennai
CLM0463,POL317,CUST775,5,698701.5,375478.13016906235,2024-08-23 20:42:03,2024-08-25 20:42:03,Minor Accident,GAR033,Bangalore
CLM0464,POL371,CUST759,2,855368.1,334060.7408857185,2024-01-08 21:33:34,2024-01-17 21:33:34,Fire,GAR032,Bangalore
CLM0465,POL376,CUST329,2,894585.6,830712.6324895524,2023-07-22 21:52:34,2023-07-23 21:52:34,Theft,GAR008,Bangalore
CLM0466,POL038,CUST244,10,401074.0,259784.53137087217,2023-05-25 02:46:31,2023-05-28 02:46:31,Major Accident,GAR048,Coimbatore
CLM0467,POL313,CUST200,14,266984.0999999999,85615.74788128064,2024-07-01 13:11:57,2024-07-07 13:11:57,Minor Accident,GAR017,Coimbatore
CLM0468,POL243,CUST683,3,326213.0,168472.79104488034,2023-03-03 10:12:21,2023-03-03 10:12:21,Major Accident,GAR004,Madurai
CLM0469,POL374,CUST464,9,359972.25,272684.64156749216,2023-08-31 08:32:19,2023-08-31 08:32:19,Fire,GAR006,Bangalore
CLM0470,POL176,CUST355,7,633993.0999999999,239382.33792734085,2024-02-12 10:01:16,2024-02-15 10:01:16,Flood Damage,GAR024,Bangalore
CLM0471,POL189,CUST529,10,272665.5,136867.38012311267,2023-04-03 12:22:59,2023-04-10 12:22:59,Theft,GAR039,Coimbatore
CLM0472,POL065,CUST387,5,410195.25,276016.04019848094,2023-08-27 01:10:42,2023-09-02 01:10:42,Minor Accident,GAR004,Madurai
CLM0473,POL079,CUST346,12,271259.99999999994,268298.9094765628,2024-05-05 13:05:01,2024-05-13 13:05:01,Flood Damage,GAR015,Chennai
CLM0474,POL205,CUST615,4,246688.0,211913.63822699126,2024-05-15 13:47:02,2024-05-23 13:47:02,Minor Accident,GAR050,Madurai
CLM0475,POL048,CUST132,5,447729.75,154064.42284034987,2023-04-06 22:50:04,2023-04-08 22:50:04,Major Accident,GAR011,Bangalore
CLM0476,POL104,CUST335,5,699456.0,341646.2259539663,2023-03-13 02:46:30,2023-03-15 02:46:30,Major Accident,GAR006,Bangalore
CLM0477,POL329,CUST359,10,327964.0,288051.38798805914,2023-03-25 05:36:47,2023-03-29 05:36:47,Fire,GAR050,Madurai
CLM0478,POL334,CUST600,6,319111.8,213498.83944084318,2024-02-27 07:51:02,2024-02-29 07:51:02,Minor Accident,GAR021,Chennai
CLM0479,POL026,CUST690,7,275926.94999999995,117055.54960546432,2023-09-12 23:20:06,2023-09-20 23:20:06,Major Accident,GAR036,Bangalore
CLM0480,POL244,CUST294,4,473879.2,404911.56191368226,2024-04-09 10:20:29,2024-04-13 10:20:29,Fire,GAR019,Madurai
CLM0481,POL010,CUST774,12,278109.19999999995,193289.04877623587,2024-04-07 07:21:31,2024-04-08 07:21:31,Theft,GAR010,Coimbatore
CLM0482,POL015,CUST563,1,354250.25,289986.4017877253,2023-08-23 18:11:26,2023-08-23 18:11:26,Minor Accident,GAR003,Chennai
CLM0483,POL065,CUST555,14,187566.59999999995,164691.01913280223,2024-12-16 11:41:23,2024-12-19 11:41:23,Major Accident,GAR021,Chennai
CLM0484,POL336,CUST457,13,240174.9,97798.13013094853,2023-12-18 05:37:12,2023-12-26 05:37:12,Fire,GAR047,Madurai
CLM0485,POL216,CUST284,4,741800.0,309560.3442021025,2024-03-19 08:35:20,2024-03-21 08:35:20,Major Accident,GAR044,Chennai
CLM0486,POL301,CUST363,11,187404.3,160701.54346889915,2023-01-11 09:54:59,2023-01-11 09:54:59,Minor Accident,GAR005,Coimbatore
CLM0487,POL138,CUST405,12,377696.3999999999,248209.0270939052,2024-08-12 23:54:26,2024-08-12 23:54:26,Flood Damage,GAR045,Madurai
CLM0488,POL240,CUST455,1,648192.6,280689.373991644,2023-08-12 19:49:31,2023-08-13 19:49:31,Major Accident,GAR042,Bangalore
CLM0489,POL067,CUST780,8,511498.8,282220.0786249728,2024-09-23 18:19:23,2024-09-29 18:19:23,Self Accident,GAR043,Bangalore
CLM0490,POL052,CUST217,13,265920.89999999997,253038.96141862072,2024-06-05 12:25:11,2024-06-13 12:25:11,Minor Accident,GAR045,Madurai
CLM0491,POL252,CUST350,1,763374.3999999999,701191.3911378902,2023-06-28 20:48:08,2023-07-05 20:48:08,Minor Accident,GAR021,Chennai
CLM0492,POL294,CUST535,2,374690.7,321446.59340390825,2023-04-02 16:41:44,2023-04-04 16:41:44,Major Accident,GAR011,Bangalore
CLM0493,POL218,CUST059,4,256328.0,135003.60026385885,2024-06-26 06:06:44,2024-07-03 06:06:44,Minor Accident,GAR040,Coimbatore
CLM0494,POL364,CUST123,12,325789.19999999995,177314.885645965,2023-03-25 19:06:33,2023-03-26 19:06:33,Fire,GAR045,Madurai
CLM0495,POL341,CUST110,7,545234.95,260750.47982305172,2024-11-15 07:24:44,2024-11-16 07:24:44,Major Accident,GAR024,Bangalore
CLM0496,POL325,CUST270,0,450139.0,159101.2597645809,2023-05-05 11:08:35,2023-05-09 11:08:35,Minor Accident,GAR041,Madurai
CLM0497,POL004,CUST607,11,308244.14999999997,140825.7919427878,2023-05-02 06:15:48,2023-05-09 06:15:48,Theft,GAR042,Bangalore
CLM0498,POL322,CUST449,4,696997.6000000001,558686.98750383,2024-04-25 01:49:08,2024-04-25 01:49:08,Major Accident,GAR026,Bangalore
CLM0499,POL318,CUST558,9,387401.85000000003,211565.6596592222,2024-08-06 23:48:48,2024-08-14 23:48:48,Minor Accident,GAR032,Bangalore
CLM0500,POL210,CUST605,3,352994.8,335614.60552240437,2023-07-15 14:16:20,2023-07-22 14:16:20,Theft,GAR014,Bangalore
CLM0501,POL004,CUST279,12,148514.79999999996,123242.70575808232,2024-10-15 05:44:08,2024-10-17 05:44:08,Theft,GAR024,Bangalore
CLM0502,POL260,CUST022,13,190433.94999999998,170586.32551587824,2024-10-31 16:49:48,2024-11-06 16:49:48,Theft,GAR030,Madurai
CLM0503,POL061,CUST492,13,222298.65,106504.67678902586,2023-10-16 13:31:58,2023-10-20 13:31:58,Major Accident,GAR037,Bangalore
CLM0504,POL247,CUST746,7,528504.6,350170.6512871524,2024-07-21 12:26:10,2024-07-21 12:26:10,Fire,GAR006,Bangalore
CLM0505,POL140,CUST775,10,465807.5,319312.0445077422,2023-04-30 01:33:51,2023-05-02 01:33:51,Minor Accident,GAR025,Bangalore
CLM0506,POL370,CUST622,10,332525.5,308329.82935536775,2023-05-27 11:13:05,2023-05-27 11:13:05,Major Accident,GAR023,Bangalore
CLM0507,POL378,CUST031,2,500724.9,455424.4907635611,2023-09-18 17:13:06,2023-09-26 17:13:06,Major Accident,GAR043,Bangalore
CLM0508,POL204,CUST075,10,296178.0,98425.03184978772,2024-02-22 00:32:48,2024-02-22 00:32:48,Minor Accident,GAR014,Bangalore
CLM0509,POL233,CUST386,6,451013.5,448525.6555604742,2024-07-03 18:09:09,2024-07-11 18:09:09,Fire,GAR005,Coimbatore
CLM0510,POL244,CUST122,0,895154.0,843947.1808952271,2024-05-08 05:44:55,2024-05-14 05:44:55,Major Accident,GAR023,Bangalore
CLM0511,POL387,CUST747,6,581977.2,531461.4502139621,2023-12-28 10:52:48,2024-01-04 10:52:48,Fire,GAR041,Madurai
CLM0512,POL269,CUST008,2,806801.4,335370.80468642304,2023-05-12 07:06:18,2023-05-16 07:06:18,Minor Accident,GAR045,Madurai
CLM0513,POL083,CUST040,6,380906.39999999997,168125.89165741898,2024-03-18 08:24:27,2024-03-22 08:24:27,Fire,GAR032,Bangalore
CLM0514,POL384,CUST793,0,470142.0,287442.55343274004,2023-12-22 18:27:44,2023-12-23 18:27:44,Flood Damage,GAR010,Coimbatore
CLM0515,POL186,CUST127,0,568412.0,393684.92423880106,2023-01-11 03:00:58,2023-01-14 03:00:58,Theft,GAR029,Madurai
CLM0516,POL110,CUST597,10,192016.5,176483.65437792227,2024-03-15 04:48:23,2024-03-19 04:48:23,Minor Accident,GAR050,Madurai
CLM0517,POL075,CUST652,0,987123.0,624668.9051662578,2024-04-09 23:00:08,2024-04-14 23:00:08,Fire,GAR049,Chennai
CLM0518,POL002,CUST653,6,627793.6,365250.3876171278,2023-07-02 02:41:30,2023-07-04 02:41:30,Flood Damage,GAR048,Coimbatore
CLM0519,POL253,CUST702,12,158453.99999999997,126990.79052322493,2024-11-18 16:56:42,2024-11-25 16:56:42,Theft,GAR039,Coimbatore
CLM0520,POL113,CUST349,0,473296.0,412911.0544998751,2023-09-11 21:06:57,2023-09-17 21:06:57,Minor Accident,GAR040,Coimbatore
CLM0521,POL281,CUST198,6,229672.8,74214.91412032375,2023-10-28 06:54:09,2023-10-31 06:54:09,Self Accident,GAR021,Chennai
CLM0522,POL004,CUST512,1,898448.25,543544.8030555968,2024-04-19 03:05:53,2024-04-25 03:05:53,Fire,GAR030,Madurai
CLM0523,POL044,CUST182,9,310160.95,104553.1292057813,2023-05-09 08:31:15,2023-05-11 08:31:15,Minor Accident,GAR034,Chennai
CLM0524,POL208,CUST339,2,428383.8,191686.55274992756,2023-06-14 03:47:56,2023-06-16 03:47:56,Major Accident,GAR010,Coimbatore
CLM0525,POL275,CUST028,6,298755.8,221792.3913976068,2023-07-25 02:21:15,2023-08-01 02:21:15,Major Accident,GAR046,Madurai
CLM0526,POL271,CUST664,13,127281.34999999999,57242.127708273496,2023-09-19 19:51:49,2023-09-21 19:51:49,Self Accident,GAR044,Chennai
CLM0527,POL236,CUST260,14,176604.89999999997,94134.50229320042,2024-02-17 07:46:15,2024-02-21 07:46:15,Major Accident,GAR024,Bangalore
CLM0528,POL342,CUST694,4,579665.6,468510.0704790124,2024-02-14 15:04:24,2024-02-22 15:04:24,Minor Accident,GAR008,Bangalore
CLM0529,POL147,CUST564,2,473490.9,195102.2210853137,2024-11-13 18:00:01,2024-11-14 18:00:01,Major Accident,GAR012,Madurai
CLM0530,POL220,CUST166,11,318572.1,290566.0693751379,2023-10-30 17:59:28,2023-11-07 17:59:28,Minor Accident,GAR012,Madurai
CLM0531,POL311,CUST202,8,459009.6,336032.15926705603,2023-10-04 02:42:17,2023-10-06 02:42:17,Minor Accident,GAR022,Chennai
CLM0532,POL343,CUST397,7,354578.24999999994,163847.2478787476,2023-05-06 11:46:51,2023-05-11 11:46:51,Theft,GAR030,Madurai
CLM0533,POL158,CUST099,5,262067.25,253295.64477592453,2023-06-08 15:48:28,2023-06-15 15:48:28,Major Accident,GAR038,Madurai
CLM0534,POL351,CUST093,8,518683.19999999995,251720.3690654649,2023-07-18 03:00:21,2023-07-23 03:00:21,Minor Accident,GAR007,Chennai
CLM0535,POL096,CUST769,3,262705.25,169901.71468500004,2024-02-23 12:45:14,2024-02-25 12:45:14,Minor Accident,GAR008,Bangalore
CLM0536,POL353,CUST114,9,537695.9500000001,445936.32786357746,2024-04-23 11:20:41,2024-05-02 11:20:41,Minor Accident,GAR023,Bangalore
CLM0537,POL244,CUST708,6,484285.19999999995,340803.6294891788,2024-12-26 02:00:13,2024-12-30 02:00:13,Fire,GAR021,Chennai
CLM0538,POL333,CUST687,6,386119.3,240591.99630328093,2024-08-07 12:02:57,2024-08-11 12:02:57,Theft,GAR006,Bangalore
CLM0539,POL255,CUST521,4,642283.2000000001,359078.4718417593,2024-09-02 20:16:20,2024-09-09 20:16:20,Theft,GAR037,Bangalore
CLM0540,POL107,CUST428,11,224533.34999999998,174255.27867896992,2024-04-07 18:26:50,2024-04-08 18:26:50,Minor Accident,GAR042,Bangalore
CLM0541,POL337,CUST073,7,307234.19999999995,284342.47677754663,2024-03-07 10:55:49,2024-03-07 10:55:49,Major Accident,GAR030,Madurai
CLM0542,POL141,CUST402,0,964337.0,913406.0044202198,2023-10-06 23:14:22,2023-10-07 23:14:22,Major Accident,GAR048,Coimbatore
CLM0543,POL368,CUST669,2,523461.60000000003,495441.4407543738,2023-12-08 14:44:00,2023-12-08 14:44:00,Fire,GAR005,Coimbatore
CLM0544,POL331,CUST654,5,369596.25,214310.31068096202,2024-04-18 16:14:55,2024-04-24 16:14:55,Major Accident,GAR030,Madurai
CLM0545,POL201,CUST384,5,436491.0,194682.1830792939,2023-11-28 02:30:33,2023-11-29 02:30:33,Major Accident,GAR034,Chennai
CLM0546,POL396,CUST081,7,500780.79999999993,288617.8962022156,2023-12-17 16:16:47,2023-12-21 16:16:47,Theft,GAR050,Madurai
CLM0547,POL186,CUST354,13,178738.69999999998,164141.74478117123,2024-02-14 00:19:26,2024-02-18 00:19:26,Theft,GAR012,Madurai
CLM0548,POL358,CUST003,14,248205.59999999995,213797.58927565833,2024-11-09 02:38:59,2024-11-17 02:38:59,Fire,GAR049,Chennai
CLM0549,POL307,CUST218,10,388000.5,247475.63220576316,2023-09-11 01:06:38,2023-09-12 01:06:38,Theft,GAR022,Chennai
CLM0550,POL148,CUST266,12,182445.99999999997,133028.67107646563,2023-01-09 19:01:40,2023-01-16 19:01:40,Fire,GAR011,Bangalore
CLM0551,POL177,CUST739,6,439054.0,319970.2971056252,2024-04-09 05:24:47,2024-04-13 05:24:47,Fire,GAR009,Chennai
CLM0552,POL349,CUST561,1,752851.25,245635.78878201413,2024-09-04 09:40:25,2024-09-11 09:40:25,Minor Accident,GAR010,Coimbatore
CLM0553,POL319,CUST080,1,530780.2,339746.01904347923,2024-08-31 23:37:26,2024-09-05 23:37:26,Theft,GAR027,Coimbatore
CLM0554,POL371,CUST598,14,278599.19999999995,179789.95340880172,2024-12-23 11:00:22,2024-12-26 11:00:22,Fire,GAR001,Coimbatore
CLM0555,POL375,CUST639,8,366263.39999999997,126081.43918264612,2024-12-13 20:05:41,2024-12-22 20:05:41,Major Accident,GAR006,Bangalore
CLM0556,POL063,CUST765,1,401175.5,282844.2464227479,2024-04-03 14:29:51,2024-04-06 14:29:51,Minor Accident,GAR001,Coimbatore
CLM0557,POL066,CUST480,11,177605.09999999998,95043.11761837431,2023-10-05 17:11:03,2023-10-14 17:11:03,Major Accident,GAR026,Bangalore
CLM0558,POL216,CUST654,10,204197.5,80624.39020025537,2024-05-22 17:40:24,2024-05-28 17:40:24,Self Accident,GAR038,Madurai
CLM0559,POL118,CUST675,4,412448.0,222663.44584998148,2023-02-07 12:27:55,2023-02-09 12:27:55,Self Accident,GAR013,Chennai
CLM0560,POL251,CUST002,8,390304.2,171723.55369473816,2023-01-15 02:47:16,2023-01-23 02:47:16,Fire,GAR023,Bangalore
CLM0561,POL351,CUST685,1,562302.15,376357.80962262,2024-08-06 23:18:04,2024-08-07 23:18:04,Flood Damage,GAR040,Coimbatore
CLM0562,POL321,CUST684,1,568689.0,262670.1825303014,2023-02-07 11:16:19,2023-02-11 11:16:19,Minor Accident,GAR041,Madurai
CLM0563,POL034,CUST148,2,270710.10000000003,192657.2039608301,2024-11-28 22:45:37,2024-11-29 22:45:37,Major Accident,GAR027,Coimbatore
